True,Country,Source,Variable,Year,Unit,Value
362,Italy,Total freshwater,Public water supply,2012,Cubic metres,9450.71
363,Italy,Total freshwater,Irrigation,2012,Cubic metres,15916.99
364,Italy,Total freshwater,Manufacturing industry,2012,Cubic metres,6068.35
365,Italy,Total freshwater,Gross abstractions per capita,2008,Cubic metres per capita,903.3419
366,Japan,Total freshwater,Total gross abstraction,2008,Cubic metres,82400.0
367,Japan,Total freshwater,Total gross abstraction,2009,Cubic metres,81454.0
368,Japan,Total freshwater,Total gross abstraction,2010,Cubic metres,81467.0
369,Japan,Total freshwater,Total gross abstraction,2011,Cubic metres,80897.0
370,Japan,Total freshwater,Total gross abstraction,2012,Cubic metres,80500.0
371,Japan,Total freshwater,Total gross abstraction,2013,Cubic metres,80170.0
372,Japan,Total freshwater,Total gross abstraction,2014,Cubic metres,80067.0
373,Japan,Total freshwater,Public water supply,2008,Cubic metres,15451.0
374,Japan,Total freshwater,Public water supply,2009,Cubic metres,15415.0
375,Japan,Total freshwater,Public water supply,2010,Cubic metres,15428.0
376,Japan,Total freshwater,Public water supply,2011,Cubic metres,15164.0
377,Japan,Total freshwater,Public water supply,2012,Cubic metres,15110.0
378,Japan,Total freshwater,Public water supply,2013,Cubic metres,15104.0
379,Japan,Total freshwater,Public water supply,2014,Cubic metres,14842.0
380,Japan,Total freshwater,"Agriculture, forestry, fishing",2008,Cubic metres,54640.0
381,Japan,Total freshwater,"Agriculture, forestry, fishing",2009,Cubic metres,54430.0
382,Japan,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,54375.0
383,Japan,Total freshwater,"Agriculture, forestry, fishing",2011,Cubic metres,54448.0
384,Japan,Total freshwater,"Agriculture, forestry, fishing",2012,Cubic metres,53915.0
385,Japan,Total freshwater,"Agriculture, forestry, fishing",2013,Cubic metres,53977.0
386,Japan,Total freshwater,"Agriculture, forestry, fishing",2014,Cubic metres,54138.0
387,Japan,Total freshwater,Irrigation,2008,Cubic metres,54200.0
388,Japan,Total freshwater,Irrigation,2009,Cubic metres,53990.0
389,Japan,Total freshwater,Irrigation,2010,Cubic metres,53938.0
390,Japan,Total freshwater,Irrigation,2011,Cubic metres,54011.0
391,Japan,Total freshwater,Irrigation,2012,Cubic metres,53484.0
392,Japan,Total freshwater,Irrigation,2013,Cubic metres,53577.0
393,Japan,Total freshwater,Irrigation,2014,Cubic metres,53738.0
394,Japan,Total freshwater,Manufacturing industry,2008,Cubic metres,12307.0
395,Japan,Total freshwater,Manufacturing industry,2009,Cubic metres,11609.0
396,Japan,Total freshwater,Manufacturing industry,2010,Cubic metres,11664.0
397,Japan,Total freshwater,Manufacturing industry,2011,Cubic metres,11284.0
398,Japan,Total freshwater,Manufacturing industry,2012,Cubic metres,11476.0
399,Japan,Total freshwater,Manufacturing industry,2013,Cubic metres,11089.0
400,Japan,Total freshwater,Manufacturing industry,2014,Cubic metres,11087.0
401,Japan,Total freshwater,Gross abstractions per capita,2008,Cubic metres per capita,640.9932
402,Japan,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,633.5546
403,Japan,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,633.7286
404,Japan,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,629.5222
405,Japan,Total freshwater,Gross abstractions per capita,2012,Cubic metres per capita,626.8182
406,Japan,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,624.8007
407,Japan,Total freshwater,Gross abstractions per capita,2014,Cubic metres per capita,624.7285
408,Korea,Total freshwater,Total gross abstraction,2008,Cubic metres,22063.0
409,Korea,Total freshwater,Total gross abstraction,2009,Cubic metres,22699.0
410,Korea,Total freshwater,Total gross abstraction,2010,Cubic metres,19564.0
411,Korea,Total freshwater,Total gross abstraction,2011,Cubic metres,19535.0
412,Korea,Total freshwater,Total gross abstraction,2012,Cubic metres,21222.0
413,Korea,Total freshwater,Total gross abstraction,2013,Cubic metres,23871.0
414,Korea,Total freshwater,Total gross abstraction,2014,Cubic metres,25100.0
415,Korea,Total freshwater,Public water supply,2008,Cubic metres,7526.0
416,Korea,Total freshwater,Public water supply,2009,Cubic metres,7453.0
417,Korea,Total freshwater,Public water supply,2010,Cubic metres,7538.0
418,Korea,Total freshwater,Public water supply,2011,Cubic metres,7656.0
419,Korea,Total freshwater,Public water supply,2012,Cubic metres,7632.0
420,Korea,Total freshwater,Public water supply,2013,Cubic metres,7706.0
421,Korea,Total freshwater,Public water supply,2014,Cubic metres,7600.0
422,Korea,Total freshwater,"Agriculture, forestry, fishing",2008,Cubic metres,12275.0
423,Korea,Total freshwater,"Agriculture, forestry, fishing",2009,Cubic metres,12497.0
424,Korea,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,9570.0
425,Korea,Total freshwater,"Agriculture, forestry, fishing",2011,Cubic metres,9543.0
426,Korea,Total freshwater,"Agriculture, forestry, fishing",2012,Cubic metres,11360.0
427,Korea,Total freshwater,"Agriculture, forestry, fishing",2013,Cubic metres,13555.0
428,Korea,Total freshwater,"Agriculture, forestry, fishing",2014,Cubic metres,15200.0
429,Korea,Total freshwater,Irrigation,2008,Cubic metres,11659.0
430,Korea,Total freshwater,Irrigation,2009,Cubic metres,11835.0
431,Korea,Total freshwater,Irrigation,2010,Cubic metres,8908.0
432,Korea,Total freshwater,Irrigation,2011,Cubic metres,8855.0
433,Korea,Total freshwater,Irrigation,2012,Cubic metres,10640.0
434,Korea,Total freshwater,Irrigation,2013,Cubic metres,12779.0
435,Korea,Total freshwater,Irrigation,2014,Cubic metres,14398.0
436,Korea,Total freshwater,Manufacturing industry,2008,Cubic metres,2262.0
437,Korea,Total freshwater,Manufacturing industry,2009,Cubic metres,2749.0
438,Korea,Total freshwater,Manufacturing industry,2010,Cubic metres,2456.0
439,Korea,Total freshwater,Manufacturing industry,2011,Cubic metres,2336.0
440,Korea,Total freshwater,Manufacturing industry,2012,Cubic metres,2230.0
441,Korea,Total freshwater,Manufacturing industry,2013,Cubic metres,2610.0
442,Korea,Total freshwater,Manufacturing industry,2014,Cubic metres,2300.0
443,Korea,Total freshwater,Gross abstractions per capita,2008,Cubic metres per capita,448.26199999999994
444,Korea,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,459.6874
445,Korea,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,394.8108
446,Korea,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,392.7055
447,Korea,Total freshwater,Gross abstractions per capita,2012,Cubic metres per capita,424.8458
448,Korea,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,475.8094
449,Korea,Total freshwater,Gross abstractions per capita,2014,Cubic metres per capita,498.1586
450,Luxembourg,Total freshwater,Total gross abstraction,2009,Cubic metres,47.0
451,Luxembourg,Total freshwater,Total gross abstraction,2010,Cubic metres,47.0
452,Luxembourg,Total freshwater,Total gross abstraction,2011,Cubic metres,46.0
453,Luxembourg,Total freshwater,Total gross abstraction,2012,Cubic metres,45.0
454,Luxembourg,Total freshwater,Total gross abstraction,2013,Cubic metres,43.0
455,Luxembourg,Total freshwater,Total gross abstraction,2014,Cubic metres,45.95
456,Luxembourg,Total freshwater,Total gross abstraction,2015,Cubic metres,44.85
457,Luxembourg,Total freshwater,Total gross abstraction,2016,Cubic metres,44.4
458,Luxembourg,Total freshwater,Public water supply,2009,Cubic metres,43.0
459,Luxembourg,Total freshwater,Public water supply,2010,Cubic metres,45.0
460,Luxembourg,Total freshwater,Public water supply,2011,Cubic metres,45.0
461,Luxembourg,Total freshwater,Public water supply,2012,Cubic metres,41.0
462,Luxembourg,Total freshwater,Public water supply,2013,Cubic metres,41.0
463,Luxembourg,Total freshwater,Public water supply,2014,Cubic metres,42.25
464,Luxembourg,Total freshwater,Public water supply,2015,Cubic metres,42.17
465,Luxembourg,Total freshwater,Public water supply,2016,Cubic metres,42.38
466,Luxembourg,Total freshwater,"Agriculture, forestry, fishing",2014,Cubic metres,0.3
467,Luxembourg,Total freshwater,"Agriculture, forestry, fishing",2015,Cubic metres,0.68
468,Luxembourg,Total freshwater,"Agriculture, forestry, fishing",2016,Cubic metres,0.299
469,Luxembourg,Total freshwater,Irrigation,2011,Cubic metres,0.013000000000000001
470,Luxembourg,Total freshwater,Irrigation,2012,Cubic metres,0.016
471,Luxembourg,Total freshwater,Irrigation,2015,Cubic metres,0.06
472,Luxembourg,Total freshwater,Irrigation,2016,Cubic metres,0.047
473,Luxembourg,Total freshwater,Manufacturing industry,2010,Cubic metres,3.0
474,Luxembourg,Total freshwater,Manufacturing industry,2011,Cubic metres,4.0
475,Luxembourg,Total freshwater,Manufacturing industry,2012,Cubic metres,4.0
476,Luxembourg,Total freshwater,Manufacturing industry,2013,Cubic metres,2.0
477,Luxembourg,Total freshwater,Manufacturing industry,2014,Cubic metres,2.95
478,Luxembourg,Total freshwater,Manufacturing industry,2015,Cubic metres,2.0
479,Luxembourg,Total freshwater,Manufacturing industry,2016,Cubic metres,1.25
480,Luxembourg,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,95.2381
481,Luxembourg,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,93.60685
482,Luxembourg,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,89.87886
483,Luxembourg,Total freshwater,Gross abstractions per capita,2012,Cubic metres per capita,85.73061
484,Luxembourg,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,80.07449
485,Luxembourg,Total freshwater,Gross abstractions per capita,2014,Cubic metres per capita,83.59105
486,Luxembourg,Total freshwater,Gross abstractions per capita,2015,Cubic metres per capita,79.70599
487,Mexico,Total freshwater,Total gross abstraction,2008,Cubic metres,79752.28044
488,Mexico,Total freshwater,Total gross abstraction,2009,Cubic metres,80587.00373
489,Mexico,Total freshwater,Total gross abstraction,2010,Cubic metres,80213.44983
490,Mexico,Total freshwater,Total gross abstraction,2011,Cubic metres,81588.14482999999
491,Mexico,Total freshwater,Total gross abstraction,2012,Cubic metres,82733.71457000001
492,Mexico,Total freshwater,Total gross abstraction,2013,Cubic metres,81651.19226
493,Mexico,Total freshwater,Total gross abstraction,2014,Cubic metres,84928.80412999999
494,Mexico,Total freshwater,Total gross abstraction,2015,Cubic metres,85664.2472
495,Mexico,Total freshwater,Total gross abstraction,2016,Cubic metres,86576.75313
496,Mexico,Total freshwater,Public water supply,2008,Cubic metres,11197.472440000001
497,Mexico,Total freshwater,Public water supply,2009,Cubic metres,11395.38616
498,Mexico,Total freshwater,Public water supply,2010,Cubic metres,11443.132590000001
499,Mexico,Total freshwater,Public water supply,2011,Cubic metres,12179.52592
500,Mexico,Total freshwater,Public water supply,2012,Cubic metres,11981.32693
501,Mexico,Total freshwater,Public water supply,2013,Cubic metres,11961.50365
502,Mexico,Total freshwater,Public water supply,2014,Cubic metres,12052.27595
503,Mexico,Total freshwater,Public water supply,2015,Cubic metres,12440.83934
504,Mexico,Total freshwater,Public water supply,2016,Cubic metres,12577.1274
505,Mexico,Total freshwater,"Agriculture, forestry, fishing",2008,Cubic metres,61214.947920000006
506,Mexico,Total freshwater,"Agriculture, forestry, fishing",2009,Cubic metres,61794.03758
507,Mexico,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,61490.13696
508,Mexico,Total freshwater,"Agriculture, forestry, fishing",2011,Cubic metres,62096.01044
509,Mexico,Total freshwater,"Agriculture, forestry, fishing",2012,Cubic metres,63349.69739
510,Mexico,Total freshwater,"Agriculture, forestry, fishing",2013,Cubic metres,61822.70164
511,Mexico,Total freshwater,"Agriculture, forestry, fishing",2014,Cubic metres,65154.99456
512,Mexico,Total freshwater,"Agriculture, forestry, fishing",2015,Cubic metres,65359.45845
513,Mexico,Total freshwater,"Agriculture, forestry, fishing",2016,Cubic metres,66048.66346
514,Mexico,Total freshwater,Irrigation,2008,Cubic metres,59373.7
515,Mexico,Total freshwater,Irrigation,2009,Cubic metres,59373.7
516,Mexico,Total freshwater,Irrigation,2010,Cubic metres,59936.3
517,Mexico,Total freshwater,Irrigation,2011,Cubic metres,59645.43285
518,Mexico,Total freshwater,Irrigation,2012,Cubic metres,61449.206470000005
519,Mexico,Total freshwater,Irrigation,2013,Cubic metres,59968.0206
520,Mexico,Total freshwater,Irrigation,2014,Cubic metres,58433.566770000005
521,Mexico,Total freshwater,Irrigation,2015,Cubic metres,58450.14883
522,Mexico,Total freshwater,Irrigation,2016,Cubic metres,58981.44403
523,Mexico,Total freshwater,Manufacturing industry,2008,Cubic metres,3264.61607
524,Mexico,Total freshwater,Manufacturing industry,2009,Cubic metres,3319.65473
525,Mexico,Total freshwater,Manufacturing industry,2010,Cubic metres,3202.1511600000003
526,Mexico,Total freshwater,Manufacturing industry,2011,Cubic metres,3234.57934
527,Mexico,Total freshwater,Manufacturing industry,2012,Cubic metres,3325.23999
528,Mexico,Total freshwater,Manufacturing industry,2013,Cubic metres,3337.87313
529,Mexico,Total freshwater,Manufacturing industry,2014,Cubic metres,3571.9923299999996
530,Mexico,Total freshwater,Manufacturing industry,2015,Cubic metres,3675.5165899999997
531,Mexico,Total freshwater,Manufacturing industry,2016,Cubic metres,3801.6413799999996
532,Mexico,Total freshwater,Gross abstractions per capita,2008,Cubic metres per capita,701.6629
533,Mexico,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,697.6914
534,Mexico,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,683.7213
535,Mexico,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,685.0964
536,Mexico,Total freshwater,Gross abstractions per capita,2012,Cubic metres per capita,684.7213
537,Mexico,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,666.3447
538,Mexico,Total freshwater,Gross abstractions per capita,2014,Cubic metres per capita,683.6879
539,Mexico,Total freshwater,Gross abstractions per capita,2015,Cubic metres per capita,680.4639
540,Mexico,Total freshwater,Gross abstractions per capita,2016,Cubic metres per capita,678.8182
541,Netherlands,Total freshwater,Total gross abstraction,2008,Cubic metres,10709.0
542,Netherlands,Total freshwater,Total gross abstraction,2009,Cubic metres,11398.0
543,Netherlands,Total freshwater,Total gross abstraction,2010,Cubic metres,10990.0
544,Netherlands,Total freshwater,Total gross abstraction,2011,Cubic metres,10242.0
545,Netherlands,Total freshwater,Total gross abstraction,2012,Cubic metres,10783.0
546,Netherlands,Total freshwater,Total gross abstraction,2013,Cubic metres,10706.0
547,Netherlands,Total freshwater,Total gross abstraction,2014,Cubic metres,9481.0
548,Netherlands,Total freshwater,Public water supply,2008,Cubic metres,1252.0
549,Netherlands,Total freshwater,Public water supply,2009,Cubic metres,1235.0
550,Netherlands,Total freshwater,Public water supply,2010,Cubic metres,1217.0
551,Netherlands,Total freshwater,Public water supply,2011,Cubic metres,1229.0
552,Netherlands,Total freshwater,Public water supply,2012,Cubic metres,1218.0
553,Netherlands,Total freshwater,Public water supply,2013,Cubic metres,1222.0
554,Netherlands,Total freshwater,Public water supply,2014,Cubic metres,1224.0
555,Netherlands,Total freshwater,"Agriculture, forestry, fishing",2008,Cubic metres,72.0
556,Netherlands,Total freshwater,"Agriculture, forestry, fishing",2009,Cubic metres,92.0
557,Netherlands,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,122.0
558,Netherlands,Total freshwater,"Agriculture, forestry, fishing",2011,Cubic metres,120.0
559,Netherlands,Total freshwater,"Agriculture, forestry, fishing",2012,Cubic metres,61.0
560,Netherlands,Total freshwater,"Agriculture, forestry, fishing",2013,Cubic metres,107.0
561,Netherlands,Total freshwater,"Agriculture, forestry, fishing",2014,Cubic metres,83.0
562,Netherlands,Total freshwater,Irrigation,2008,Cubic metres,36.0
563,Netherlands,Total freshwater,Irrigation,2009,Cubic metres,56.0
564,Netherlands,Total freshwater,Irrigation,2010,Cubic metres,82.0
565,Netherlands,Total freshwater,Irrigation,2011,Cubic metres,81.0
566,Netherlands,Total freshwater,Irrigation,2012,Cubic metres,23.2
567,Netherlands,Total freshwater,Irrigation,2013,Cubic metres,67.0
568,Netherlands,Total freshwater,Irrigation,2014,Cubic metres,42.0
569,Netherlands,Total freshwater,Manufacturing industry,2008,Cubic metres,3206.0
570,Netherlands,Total freshwater,Manufacturing industry,2009,Cubic metres,3561.0
571,Netherlands,Total freshwater,Manufacturing industry,2010,Cubic metres,2865.0
572,Netherlands,Total freshwater,Manufacturing industry,2011,Cubic metres,2916.0
573,Netherlands,Total freshwater,Manufacturing industry,2012,Cubic metres,2958.0
574,Netherlands,Total freshwater,Manufacturing industry,2013,Cubic metres,2822.0
575,Netherlands,Total freshwater,Manufacturing industry,2014,Cubic metres,2507.0
576,Netherlands,Total freshwater,Gross abstractions per capita,2008,Cubic metres per capita,646.3378
577,Netherlands,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,685.5146
578,Netherlands,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,658.7576
579,Netherlands,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,611.9376
580,Netherlands,Total freshwater,Gross abstractions per capita,2012,Cubic metres per capita,642.2621
581,Netherlands,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,635.7596
582,Netherlands,Total freshwater,Gross abstractions per capita,2014,Cubic metres per capita,561.4187
583,New Zealand,Total freshwater,Total gross abstraction,2010,Cubic metres,5200.5
584,New Zealand,Total freshwater,Total gross abstraction,2014,Cubic metres,9874.35
585,New Zealand,Total freshwater,Public water supply,2010,Cubic metres,809.5
586,New Zealand,Total freshwater,Public water supply,2014,Cubic metres,1350.35
587,New Zealand,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,3206.5
588,New Zealand,Total freshwater,Irrigation,2010,Cubic metres,2802.0
589,New Zealand,Total freshwater,Irrigation,2014,Cubic metres,5046.8
590,New Zealand,Total freshwater,Manufacturing industry,2010,Cubic metres,1184.5
591,New Zealand,Total freshwater,Manufacturing industry,2014,Cubic metres,1305.37
592,New Zealand,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,1190.029
593,New Zealand,Total freshwater,Gross abstractions per capita,2014,Cubic metres per capita,2162.25
594,Norway,Total freshwater,Public water supply,2008,Cubic metres,826.0
595,Norway,Total freshwater,Public water supply,2009,Cubic metres,800.0
596,Norway,Total freshwater,Public water supply,2010,Cubic metres,803.0
597,Norway,Total freshwater,Public water supply,2011,Cubic metres,819.0
598,Norway,Total freshwater,Public water supply,2012,Cubic metres,816.0
599,Norway,Total freshwater,Public water supply,2013,Cubic metres,838.0
600,Norway,Total freshwater,Public water supply,2014,Cubic metres,863.0
601,Norway,Total freshwater,Manufacturing industry,2008,Cubic metres,1133.0
602,Norway,Total freshwater,Manufacturing industry,2009,Cubic metres,1027.0
603,Poland,Total freshwater,Total gross abstraction,2008,Cubic metres,11365.0
604,Poland,Total freshwater,Total gross abstraction,2009,Cubic metres,11517.0
605,Poland,Total freshwater,Total gross abstraction,2010,Cubic metres,11645.0
606,Poland,Total freshwater,Total gross abstraction,2011,Cubic metres,11911.0
607,Poland,Total freshwater,Total gross abstraction,2012,Cubic metres,11478.0
608,Poland,Total freshwater,Total gross abstraction,2013,Cubic metres,11242.0
609,Poland,Total freshwater,Total gross abstraction,2014,Cubic metres,11308.5
610,Poland,Total freshwater,Total gross abstraction,2015,Cubic metres,11093.5
611,Poland,Total freshwater,Total gross abstraction,2016,Cubic metres,11153.0
612,Poland,Total freshwater,Public water supply,2008,Cubic metres,2103.0
613,Poland,Total freshwater,Public water supply,2009,Cubic metres,2067.0
614,Poland,Total freshwater,Public water supply,2010,Cubic metres,2062.0
615,Poland,Total freshwater,Public water supply,2011,Cubic metres,2032.0
616,Poland,Total freshwater,Public water supply,2012,Cubic metres,2030.0
617,Poland,Total freshwater,Public water supply,2013,Cubic metres,1991.0
618,Poland,Total freshwater,Public water supply,2014,Cubic metres,1988.0999800000002
619,Poland,Total freshwater,Public water supply,2015,Cubic metres,2047.5
620,Poland,Total freshwater,Public water supply,2016,Cubic metres,2046.0
621,Poland,Total freshwater,"Agriculture, forestry, fishing",2008,Cubic metres,1149.0
622,Poland,Total freshwater,"Agriculture, forestry, fishing",2009,Cubic metres,1159.0
623,Poland,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,1153.0
624,Poland,Total freshwater,"Agriculture, forestry, fishing",2011,Cubic metres,1111.0
625,Poland,Total freshwater,"Agriculture, forestry, fishing",2012,Cubic metres,1102.0
626,Poland,Total freshwater,"Agriculture, forestry, fishing",2013,Cubic metres,1080.0
627,Poland,Total freshwater,"Agriculture, forestry, fishing",2014,Cubic metres,1056.6
628,Poland,Total freshwater,"Agriculture, forestry, fishing",2015,Cubic metres,991.7999900000001
629,Poland,Total freshwater,"Agriculture, forestry, fishing",2016,Cubic metres,1045.4
630,Poland,Total freshwater,Irrigation,2008,Cubic metres,102.0
631,Poland,Total freshwater,Irrigation,2009,Cubic metres,95.0
632,Poland,Total freshwater,Irrigation,2010,Cubic metres,75.0
633,Poland,Total freshwater,Irrigation,2011,Cubic metres,83.0
634,Poland,Total freshwater,Irrigation,2012,Cubic metres,80.0
635,Poland,Total freshwater,Irrigation,2013,Cubic metres,78.0
636,Poland,Total freshwater,Irrigation,2014,Cubic metres,80.8
637,Poland,Total freshwater,Irrigation,2015,Cubic metres,84.9
638,Poland,Total freshwater,Irrigation,2016,Cubic metres,88.5
639,Poland,Total freshwater,Aquaculture,2008,Cubic metres,1047.0
640,Poland,Total freshwater,Aquaculture,2009,Cubic metres,1064.0
641,Poland,Total freshwater,Aquaculture,2010,Cubic metres,1078.0
642,Poland,Total freshwater,Aquaculture,2011,Cubic metres,1028.0
643,Poland,Total freshwater,Aquaculture,2012,Cubic metres,1022.0
644,Poland,Total freshwater,Aquaculture,2013,Cubic metres,1002.0
645,Poland,Total freshwater,Aquaculture,2014,Cubic metres,975.7999900000001
646,Poland,Total freshwater,Aquaculture,2015,Cubic metres,906.9000199999999
647,Poland,Total freshwater,Manufacturing industry,2008,Cubic metres,463.0
648,Poland,Total freshwater,Manufacturing industry,2009,Cubic metres,444.0
649,Poland,Total freshwater,Manufacturing industry,2010,Cubic metres,381.0
650,Poland,Total freshwater,Manufacturing industry,2011,Cubic metres,472.0
651,Poland,Total freshwater,Manufacturing industry,2012,Cubic metres,465.0
652,Poland,Total freshwater,Manufacturing industry,2013,Cubic metres,470.0
653,Poland,Total freshwater,Manufacturing industry,2014,Cubic metres,462.20000999999996
654,Poland,Total freshwater,Manufacturing industry,2015,Cubic metres,471.20000999999996
655,Poland,Total freshwater,Manufacturing industry,2016,Cubic metres,490.3
656,Poland,Total freshwater,Gross abstractions per capita,2008,Cubic metres per capita,296.5374
657,Poland,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,300.5098
658,Poland,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,303.8613
659,Poland,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,310.8222
660,Poland,Total freshwater,Gross abstractions per capita,2012,Cubic metres per capita,299.5506
661,Poland,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,293.4524
662,Poland,Total freshwater,Gross abstractions per capita,2014,Cubic metres per capita,295.3146
663,Poland,Total freshwater,Gross abstractions per capita,2015,Cubic metres per capita,289.9107
664,Poland,Total freshwater,Gross abstractions per capita,2016,Cubic metres per capita,291.7769
665,Portugal,Total freshwater,Public water supply,2008,Cubic metres,906.54395
666,Portugal,Total freshwater,Public water supply,2009,Cubic metres,933.62036
667,Portugal,Total freshwater,Public water supply,2011,Cubic metres,950.11311
668,Portugal,Total freshwater,Public water supply,2012,Cubic metres,883.0999800000001
669,Portugal,Total freshwater,Public water supply,2013,Cubic metres,894.21277
670,Portugal,Total freshwater,Public water supply,2014,Cubic metres,871.91986
671,Portugal,Total freshwater,Irrigation,2009,Cubic metres,3437.37
672,Portugal,Total freshwater,Irrigation,2013,Cubic metres,3412.3
673,Slovak Republic,Total freshwater,Total gross abstraction,2008,Cubic metres,664.0
674,Slovak Republic,Total freshwater,Total gross abstraction,2009,Cubic metres,628.0
675,Slovak Republic,Total freshwater,Total gross abstraction,2010,Cubic metres,601.0
676,Slovak Republic,Total freshwater,Total gross abstraction,2011,Cubic metres,593.0
677,Slovak Republic,Total freshwater,Total gross abstraction,2012,Cubic metres,665.0
678,Slovak Republic,Total freshwater,Total gross abstraction,2013,Cubic metres,637.0
679,Slovak Republic,Total freshwater,Total gross abstraction,2014,Cubic metres,559.08
680,Slovak Republic,Total freshwater,Total gross abstraction,2015,Cubic metres,573.78998
681,Slovak Republic,Total freshwater,Total gross abstraction,2016,Cubic metres,554.7
682,Slovak Republic,Total freshwater,Public water supply,2008,Cubic metres,319.0
683,Slovak Republic,Total freshwater,Public water supply,2009,Cubic metres,318.0
684,Slovak Republic,Total freshwater,Public water supply,2010,Cubic metres,309.0
685,Slovak Republic,Total freshwater,Public water supply,2011,Cubic metres,303.0
686,Slovak Republic,Total freshwater,Public water supply,2012,Cubic metres,306.0
687,Slovak Republic,Total freshwater,Public water supply,2013,Cubic metres,295.0
688,Slovak Republic,Total freshwater,Public water supply,2014,Cubic metres,285.6
689,Slovak Republic,Total freshwater,Public water supply,2015,Cubic metres,289.01999
690,Slovak Republic,Total freshwater,Public water supply,2016,Cubic metres,286.14
691,Slovak Republic,Total freshwater,"Agriculture, forestry, fishing",2008,Cubic metres,17.0
692,Slovak Republic,Total freshwater,"Agriculture, forestry, fishing",2009,Cubic metres,25.0
693,Slovak Republic,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,18.0
694,Slovak Republic,Total freshwater,"Agriculture, forestry, fishing",2011,Cubic metres,23.0
695,Slovak Republic,Total freshwater,"Agriculture, forestry, fishing",2012,Cubic metres,31.0
696,Slovak Republic,Total freshwater,"Agriculture, forestry, fishing",2013,Cubic metres,26.0
697,Slovak Republic,Total freshwater,"Agriculture, forestry, fishing",2014,Cubic metres,22.64
698,Slovak Republic,Total freshwater,"Agriculture, forestry, fishing",2015,Cubic metres,30.48
699,Slovak Republic,Total freshwater,"Agriculture, forestry, fishing",2016,Cubic metres,17.08
700,Slovak Republic,Total freshwater,Irrigation,2008,Cubic metres,11.0
701,Slovak Republic,Total freshwater,Irrigation,2009,Cubic metres,14.0
702,Slovak Republic,Total freshwater,Irrigation,2010,Cubic metres,7.0
703,Slovak Republic,Total freshwater,Irrigation,2011,Cubic metres,12.0
704,Slovak Republic,Total freshwater,Irrigation,2012,Cubic metres,21.0
705,Slovak Republic,Total freshwater,Irrigation,2013,Cubic metres,17.0
706,Slovak Republic,Total freshwater,Irrigation,2014,Cubic metres,13.57
707,Slovak Republic,Total freshwater,Irrigation,2015,Cubic metres,21.48
708,Slovak Republic,Total freshwater,Irrigation,2016,Cubic metres,10.99
709,Slovak Republic,Total freshwater,Manufacturing industry,2008,Cubic metres,287.0
710,Slovak Republic,Total freshwater,Manufacturing industry,2009,Cubic metres,263.0
711,Slovak Republic,Total freshwater,Manufacturing industry,2010,Cubic metres,254.0
712,Slovak Republic,Total freshwater,Manufacturing industry,2011,Cubic metres,248.0
713,Slovak Republic,Total freshwater,Manufacturing industry,2012,Cubic metres,310.0
714,Slovak Republic,Total freshwater,Manufacturing industry,2013,Cubic metres,297.0
715,Slovak Republic,Total freshwater,Manufacturing industry,2014,Cubic metres,231.84
716,Slovak Republic,Total freshwater,Manufacturing industry,2015,Cubic metres,233.28999
717,Slovak Republic,Total freshwater,Manufacturing industry,2016,Cubic metres,227.47
718,Slovak Republic,Total freshwater,Gross abstractions per capita,2008,Cubic metres per capita,122.98899999999999
719,Slovak Republic,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,116.2808
720,Slovak Republic,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,111.2079
721,Slovak Republic,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,109.6149
