,ID,Species,Common_name,Country,Region,Latitude,Longitude,System,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
4001,6122,fontinalis,Brook trout / Freshwater brook trout,United States,North America,38.08634,-119.33017,Freshwater,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,1450.0,1330.0,745.0,350.0,400.0,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,
4002,6123,fontinalis,Brook trout / Freshwater brook trout,United States,North America,37.25,-118.7,Freshwater,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.0,1235.0,1315.0,845.0,498.0,310.0,700.0,,,,,,,,,,,,,,,,,,,,,,,,,
4014,6135,amphibius,Hippopotamus,Malawi,Africa,-14.833329999999998,35.33333,Freshwater,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,,811.0,,614.0,949.0,847.0,,,,,,,,,,950.0,,,,,,,,,,,,
4036,6164,grimmia,Common duiker / Grey duiker,Zambia,Africa,-13.0,32.25,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.5,,1550.5,,,,,,,,,,,,,,,,,,,
4037,6165,xanthomus,Yellow-shouldered blackbird,Puerto Rico,Latin America and Caribbean,17.97389,-67.12639,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,210.0,195.0,202.5,225.0,440.0,325.0,277.5,535.0,,,,,,,,,,,,,,,,,,,,,
4038,6166,lagopus,Arctic fox,Finland,Europe,69.05,20.8,Terrestrial,number of individuals,,,,,,,,,,,,,,,,,,,,,16.5,3.0,1.0,1.0,6.5,22.5,2.5,0.5,0.5,0.5,0.0,2.5,9.5,6.0,3.0,12.5,19.5,34.5,19.0,17.0,19.5,20.5,11.0,,,,,,,,,,,,,,,,,,,,,,,
4040,6168,wyvilliana,Hawaiian duck,United States,North America,22.079720000000002,-159.54333,Freshwater,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,135.0,115.0,90.0,90.0,60.0,90.0,85.0,187.5,260.0,217.5,290.0,227.5,262.5,302.5,395.0,375.0,417.5,317.5,312.5,420.0,335.0,230.0,315.0,365.0,310.0,285.0,,,,,,,,,,,,,
4048,6176,sylvaticus,Wood mouse,United Kingdom,Europe,51.776231,-1.3337370000000002,Terrestrial,Number of individuals,19.5,36.0,16.5,19.5,21.0,19.0,23.0,40.0,32.5,38.5,25.0,38.0,18.0,44.0,49.0,33.5,13.5,30.5,40.0,24.5,,,17.0,12.0,28.0,29.0,40.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052,6180,bufo,Common toad,United Kingdom,Europe,52.23333,-3.3833300000000004,Freshwater,Estimated number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8505.0,8386.0,8779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4067,6196,glareolus,Bank vole,United Kingdom,Europe,51.776231,-1.3337370000000002,Terrestrial,Number of individuals,58.5,23.5,69.0,31.5,64.0,36.5,48.0,108.0,18.5,114.0,88.5,63.5,69.5,129.5,21.5,88.0,49.5,88.0,74.0,74.0,,,15.0,35.0,47.0,20.5,64.0,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,6215,monticola,Seal salamander,United States,North America,35.24667,-83.18722,Freshwater,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.94,409.72,372.79,,,,,,,,,,,,,,,,,,,,,,,,
4090,6220,coqui,Common coqui,Puerto Rico,Latin America and Caribbean,18.34083,-65.82444,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,27.0,26.5,32.5,,,,,,,,,,,,,,,,,,,,,,,,,
4091,6221,coqui,Common coqui,Puerto Rico,Latin America and Caribbean,18.34083,-65.82444,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,33.0,31.5,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
4093,6225,melampus,Impala / Black-faced impala,Zambia,Africa,-13.0,32.25,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4454.5,,,,9270.5,,,,,,,,,,,,,,,,,
4094,6226,burchellii,Burchell's zebra / Plains zebra / Common zebra,"Tanzania, United Republic Of",Africa,-3.16667,35.58333,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,3431.5,5464.0,4892.5,4105.0,4670.5,,4722.5,4742.0,,,,,,,,,,3729.5,3357.5,2977.5,4059.0,3153.5,3362.5,3222.0,4597.5,3092.0,2496.0,3603.0,2439.5,4700.0,4986.0,3461.5,3869.5,3636.5,4143.5,4319.5,,,,,,,,,,
4098,6230,thomsonii,Thomson's gazelle,"Tanzania, United Republic Of",Africa,-3.16667,35.58333,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,2718.0,4483.0,2976.0,3429.0,3846.5,,3413.0,2815.5,,,,,,,,,,,,,,,1261.0,1022.0,1464.0,1271.5,1462.0,1802.0,1236.0,1810.0,1608.5,1637.0,1699.5,1285.5,1470.0,1016.0,,,,,,,,,,
4099,6231,granti,Grant's gazelle,"Tanzania, United Republic Of",Africa,-3.16667,35.58333,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,1587.0,1258.0,1211.0,1752.0,1590.0,,1898.0,1392.5,,,,,,,,,,,,870.5,822.0,890.0,1110.0,756.5,1075.5,1525.5,1517.5,1499.0,1288.0,1387.5,1918.0,831.5,647.0,630.5,850.5,741.5,,,,,,,,,,
4100,6232,aethiopicus,Desert warthog / Cape warthog,Zambia,Africa,-13.0,32.25,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.5,,1355.5,,1551.5,,,,,,,,,,,,,,,,,
4108,6240,versicolor,Gray treefrog / Eastern gray treefrog,Canada,North America,44.36667,-78.28333,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,37.5,14.5,43.5,17.0,41.5,,,,,,,,,,,,,,,,,,,,,,
4110,6242,vardonii,Puku,Zambia,Africa,-13.0,32.25,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.0,,,,1195.0,,,,,,,,,,,,,,,,,
4111,6243,ellipsiprymnus,Waterbuck,Zambia,Africa,-13.0,32.25,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.5,,,,391.0,,,,,,,,,,,,,,,,,
4112,6244,lagopus,Willow grouse / Red grouse / Willow ptarmigan,United Kingdom,Europe,55.166669999999996,-2.91667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.16667,25.33333,22.16667,22.16667,17.33333,13.5,,,,,,,,,,,,,,,,,
4113,6245,argentatus,Herring gull,Germany,Europe,54.2,7.88333,Marine,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.0,850.0,1725.0,1095.0,975.0,670.0,610.0,1000.0,490.0,,,,,,,,,,,,,,,,,
4114,6246,marinus,Great black-backed gull,Germany,Europe,54.2,7.88333,Marine,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0,395.0,1125.0,387.5,430.0,212.5,190.0,1060.0,350.0,,,,,,,,,,,,,,,,,
4125,6257,strepsiceros,Greater kudu,Zambia,Africa,-13.0,32.25,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.5,,367.0,,506.5,,,,,,,,,,,,,,,,,
4126,6258,gigas,Ghost bat / Australian false vampire bat,Australia,Oceania,-23.383329999999997,150.46667,Terrestrial,Population size,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,140.75,84.75,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,6270,californicus,California vole,United States,North America,39.0,-123.33333,Terrestrial,Number of individuals,,,,,,,,,,2.5,19.0,28.33333,31.5,60.5,89.33333,17.5,12.5,32.5,34.66667,34.33333,1.33333,1.16667,8.16667,5.66667,7.33333,23.16667,60.0,7.5,18.66667,30.16667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4138,6271,californicus,California vole,United States,North America,39.0,-123.33333,Terrestrial,Number of individuals,,,,,,,,,,1.83333,7.0,11.0,17.33333,39.0,60.333330000000004,19.0,16.66667,19.0,33.66667,25.83333,6.0,2.33333,7.16667,9.66667,7.33333,8.5,28.83333,2.33333,12.83333,22.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4173,6306,troglodytes,Chimpanzee,Guinea,Africa,7.65,-8.5,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,20.0,,19.0,19.0,,20.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4178,6311,burchellii,Burchell's zebra / Plains zebra / Common zebra,Zambia,Africa,-13.0,32.25,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.5,,1074.5,,537.0,,,,,,,,,,,,,,,,,
4188,6328,gutturosa,Mongolian gazelle,Mongolia,Asia,47.52194,113.1925,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026782.5,627765.0,,,,,,,,,,,,,
4190,6330,catesbeianus,Bullfrog / American bullfrog,Canada,North America,45.58333,-78.5,Freshwater,Total number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.333330000000004,59.666669999999996,27.0,,,33.33333,32.33333,9.66667,42.0,,,,,,,,,,,,,,,,,,,,,,
4191,6331,catesbeianus,Bullfrog / American bullfrog,Canada,North America,45.58333,-78.5,Freshwater,Total number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,21.0,22.0,,,20.0,19.33333,29.33333,17.66667,,,,,,,,,,,,,,,,,,,,,,
4198,6340,fontinalis,Brook trout / Freshwater brook trout,United States,North America,40.62389,-105.1675,Freshwater,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,97.5,,,,,,,,,,,,,,,,,,,,,,,,,
4211,6353,scrofa,Wild boar / Wild pig,United Kingdom,Europe,50.8625,-2.80694,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.5,17.75,24.25,19.75,16.0,9.5,,,,,,,,,,,,,,
4212,6354,camelopardalis,Giraffe,Zambia,Africa,-13.166670000000002,32.16667,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.0,,,,514.5,,,,,,,,,,,,,,,,,
4221,6363,africana,African elephant,Zambia,Africa,13.166670000000002,32.16667,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346.0,,563.0,,1024.5,,,,,,,,,,,,,,,,,
4222,6364,manatus,West Indian manatee,United States,North America,27.41778,-82.72917,Freshwater,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.0,,,,842.5,1116.5,1123.5,,1077.0,,,,,,,,,,,,,,,,
4223,6365,manatus,West Indian manatee,United States,North America,28.20028,-80.44667,Freshwater,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.0,,,,800.0,1340.0,845.5,,876.5,,,,,,,,,,,,,,,,
4225,6367,rufus,Red kangaroo,Australia,Oceania,-25.0,135.0,Terrestrial,number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17434513.0,13633816.0,8727856.0,7987250.0,7753247.0,,,,,,,,,,
4243,6388,leucocephala,White-headed duck,India,Asia,20.0,77.0,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
4245,6390,leucura,White-tailed ptarmigan,United States,North America,39.6,-105.61667,Terrestrial,Population size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,47.0,67.0,63.0,47.0,35.0,26.0,34.0,43.0,35.0,,,,,,,,,,,,,,,,,,,
4246,6391,leucura,White-tailed ptarmigan,United States,North America,39.56667,-104.7,Terrestrial,Population size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,17.0,16.0,13.0,18.0,5.0,,,,,,,,,,,,,,,,,,,
4247,6392,leucura,White-tailed ptarmigan,United States,North America,39.58333,-105.75,Terrestrial,Population size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,17.0,15.0,12.0,,,,,,,,,,,,,,,,,,,
4248,6393,leucura,White-tailed ptarmigan,United States,North America,39.65,-105.88333,Terrestrial,Population size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,12.0,,,,,,,,,,,,,,,,,,,,,,,
4251,6397,leucocephala,White-headed duck,"Iran, Islamic Republic Of",Asia,32.0,53.0,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,20.0,82.0,482.0,1485.0,13.0,356.0,,26.0,,4.0,591.0,,,,,,,,,,,,,
4252,6398,leucocephala,White-headed duck,Turkmenistan,Asia,40.0,60.0,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,223.0,,3.0,,,,,820.0,7.0,287.0,476.0,723.0,,,,,,,,,,,,,
4253,6400,leucocephala,White-headed duck,Uzbekistan,Asia,41.0,64.0,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.0,1149.0,7.0,,,,,,,,,,,,,
4254,6401,leucocephala,White-headed duck,Albania,Europe,41.0,20.0,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
4255,6402,leucocephala,White-headed duck,Azerbaijan,Asia,40.5,47.5,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520.0,,,,1.0,136.0,210.0,1100.0,,334.0,,,,,,,,,,,,,,,
4256,6404,leucocephala,White-headed duck,Bulgaria,Europe,43.0,25.0,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,81.0,186.0,34.0,,76.0,0.0,175.0,634.0,,1970.0,554.0,,,,,,,,,,,,,
4257,6407,leucocephala,White-headed duck,Greece,Europe,39.0,22.0,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.0,170.0,54.0,5.0,349.0,900.0,632.0,2213.0,689.0,261.0,1472.0,,,,,,,,,,,,,,,
4258,6408,leucocephala,White-headed duck,Israel,Asia,31.5,34.75,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0,191.0,256.0,140.0,19.0,75.0,1.0,127.0,72.0,62.0,102.0,274.0,,,,,,,,,,,,,,
4259,6409,leucocephala,White-headed duck,Romania,Europe,46.0,25.0,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,5.0,3.0,4.0,75.0,17.0,9.0,12.0,284.0,350.0,520.0,,,,,,,,,,,,,,,
4261,6411,leucocephala,White-headed duck,Syrian Arab Republic,Asia,35.0,38.0,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,35.0,140.0,,,,,,,,,,,,,,,,,,,
4266,6416,leucocephala,White-headed duck,Turkey,Asia,39.0,35.0,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7526.0,10927.0,4478.0,3576.0,3428.0,2970.0,1300.0,,1002.0,2575.0,1000.0,989.0,1378.0,,,,,,,,,,,,,
4267,6417,leucocephala,White-headed duck,Serbia,Europe,43.75,20.75,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,
4277,6428,leucocephala,White-headed duck,Algeria,Africa,28.0,3.0,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,210.0,86.0,17.0,53.0,2.0,3.0,186.0,348.0,,,,,,,,,,,,,,,,
4278,6429,leucocephala,White-headed duck,Tunisia,Africa,34.0,9.0,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,50.0,29.0,63.0,103.0,131.0,368.0,297.0,14.0,572.0,496.0,406.0,,,,,,,,,,,,,
4291,6443,aethereus,Red-billed tropicbird,United States,North America,23.116670000000003,-166.26667,Marine,Population size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,340.0,380.0,300.0,230.0,330.0,460.0,520.0,370.0,500.0,505.0,380.0,870.0,810.0,750.0,980.0,1010.0,730.0,1005.0,870.0,660.0,710.0,620.0,580.0,590.0,,,,,,,,,,,,
4293,6446,humbloti,Madagascar heron,Madagascar,Africa,-18.85,44.51667,Freshwater,number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,24.0,,,,,,,,,,,,,,,,,,
4315,6469,penicillata,Brush-tailed rock-wallaby,Australia,Oceania,-32.87389,150.49222,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,14.0,,,,,,,,,,,,,
4316,6470,penicillata,Brush-tailed rock-wallaby,Australia,Oceania,-32.87389,150.49222,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,,,,,,,,
4317,6472,swinhoana,Riparian frog,"Taiwan, Province Of China",Asia,24.03333,120.98333000000001,Freshwater,Total number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,340.0,132.5,17.5,,,,,,,,,,,,,,,
4318,6473,curasoae,Lesser long-nosed bat,Mexico,Latin America and Caribbean,18.35417,-98.89166999999999,Terrestrial,Total number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000.0,27000.0,,,,,,,,,,,,,,,,,,,,,
4323,6478,periglenes,Golden toad,Costa Rica,Latin America and Caribbean,10.28333,-84.8,Freshwater,Total number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,10.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4344,6507,conspicillatus,Spectacled flying fox,Australia,Oceania,-16.94194,145.69056,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173000.0,180000.0,68000.0,,,,,,,,,
4349,6514,roseus,Greater flamingo,Spain,Europe,38.142178,-1.100236,Freshwater,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,26.0,16.0,,,,,,,,,,,,,,,,,,
4364,6531,magnifica,Wompoo fruit-dove,Australia,Oceania,-17.25917,145.54721999999998,Terrestrial,Avr. Number Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3,0.0,,,,,,,,,
4365,6532,magnifica,Wompoo fruit-dove,Australia,Oceania,-17.25917,145.54721999999998,Terrestrial,Avr. Number Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,40.7,,,,,,,,,
4366,6533,magnifica,Wompoo fruit-dove,Australia,Oceania,-17.25917,145.54721999999998,Terrestrial,Avr. Number Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9,48.1,,,,,,,,,
4367,6534,leucophaea,White-throated treecreeper,Australia,Oceania,-17.25917,145.54721999999998,Terrestrial,Avr. Number Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,44.4,,,,,,,,,
4368,6535,leucophaea,White-throated treecreeper,Australia,Oceania,-17.25917,145.54721999999998,Terrestrial,Avr. Number Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,33.3,,,,,,,,,
4369,6536,leucophaea,White-throated treecreeper,Australia,Oceania,-17.25917,145.54721999999998,Terrestrial,Avr. Number Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,111.1,,,,,,,,,
4370,6537,magnirostra,Large-billed scrubwren,Australia,Oceania,-17.25917,145.54721999999998,Terrestrial,Avr. Number Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.8,88.9,,,,,,,,,
4371,6538,magnirostra,Large-billed scrubwren,Australia,Oceania,-17.25917,145.54721999999998,Terrestrial,Avr. Number Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3,122.2,,,,,,,,,
4372,6539,magnirostra,Large-billed scrubwren,Australia,Oceania,-17.25917,145.54721999999998,Terrestrial,Avr. Number Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,100.0,,,,,,,,,
4373,6540,mouki,Brown gerygone,Australia,Oceania,-17.25917,145.54721999999998,Terrestrial,Avr. Number Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.3,455.6,,,,,,,,,
4374,6541,mouki,Brown gerygone,Australia,Oceania,-17.25917,145.54721999999998,Terrestrial,Avr. Number Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.3,496.3,,,,,,,,,
4375,6542,magnirostris,Large-billed scrubwren,Australia,Oceania,-17.25917,145.54721999999998,Terrestrial,Avr. Number Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.2,470.4,,,,,,,,,
4377,6544,macleayanus,Macleay's honeyeater,Australia,Oceania,-17.25917,145.54721999999998,Terrestrial,Avr. Number Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4,22.2,,,,,,,,,
4378,6545,macleayanus,Macleay's honeyeater,Australia,Oceania,-17.25917,145.54721999999998,Terrestrial,Average number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,185.2,,,,,,,,,
4384,6555,elaphus,Red deer / Elk,Spain,Europe,37.0,-6.41667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215.0,,,934.0,,,1232.0,,665.0,,333.0,,699.0,,564.0,965.0,971.0,1186.0,1102.0,837.0,603.0,,,,,,,,,
4385,6556,dama,Fallow deer,Spain,Europe,37.0,-6.41667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860.0,2053.0,2118.0,1853.0,,,2609.0,2771.0,2461.0,2293.0,1174.0,1014.0,967.0,993.0,1521.0,1158.0,1246.0,1141.0,1066.0,,790.0,,,,,,,,,
4388,6559,atthis,Common kingfisher,Spain,Europe,37.0,-6.41667,Freshwater,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,24.0,18.0,39.0,4.0,18.0,,,,,,,,,
4389,6560,epops,Eurasian hoopoe,Spain,Europe,37.0,-6.41667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,16.0,1.0,4.0,19.0,10.0,3.0,2.0,2.0,2.0,3.0,0.0,1.0,,,,,,,,,
4390,6561,torquilla,Wryneck / Eurasian wryneck,Spain,Europe,37.0,-6.41667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11.0,11.0,8.0,7.0,2.0,6.0,0.0,5.0,3.0,4.0,3.0,3.0,,,,,,,,,
4391,6562,rustica,Swallow / Barn swallow,Spain,Europe,37.0,-6.41667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,20.0,4.0,2.0,4.0,2.0,1.0,15.0,44.0,0.0,13.0,4.0,0.0,,,,,,,,,
4392,6563,daurica,Red-rumped swallow,Spain,Europe,37.0,-6.41667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,3.0,28.0,24.0,21.0,1.0,1.0,28.0,2.0,4.0,9.0,0.0,,,,,,,,,
4393,6564,urbicum,House martin / Northern house-martin,Spain,Europe,37.0,-6.41667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,0.0,11.0,3.0,0.0,1.0,11.0,0.0,2.0,1.0,0.0,,,,,,,,,
4394,6565,trivialis,Tree pipit,Spain,Europe,37.0,-6.41667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,8.0,1.0,5.0,2.0,,,,,,,,,
4395,6566,pratensis,Meadow pipit,Spain,Europe,37.0,-6.41667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,
4396,6567,flava,Yellow wagtail,Spain,Europe,37.0,-6.41667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,
4397,6568,cinerea,Grey wagtail,Spain,Europe,37.0,-6.41667,Freshwater,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,5.0,6.0,8.0,0.0,0.0,2.0,4.0,3.0,3.0,0.0,0.0,,,,,,,,,
